Summary,Label
"Top foreign officials across Europe are either accepting or welcoming the second term for President Bush. Meeting in Moscow, Italian prime Minister Silvio Berlusconi and Russian President Vladimir Putin said they welcome the Bush win.",Global
"Making games for the future consoles is going to take a lot of time and money, a games conference is told.",Science
"LONDON (Reuters) - The dollar held almost a cent above its  record low against the euro on Tuesday, winning a respite after  heavy selling as European officials warned about a strong euro  and investors grew wary ahead of U.S. trade data.",Business
"Jose Mourinho, the Chelsea manager, last night talked about how  quot;emotional quot; it will be returning to Barcelona in the last 16, knockout stage of the Champions League.",Sports
"GAZA -- Palestinian security forces know who was behind the killing of three Americans in Gaza nearly a year ago but cannot act against the factions while fighting with Israel continues, a top Palestinian security official said.",Global
"Reuters Athens Aug 23: American Justin Gatlin roared from virtual unknown to win the blue ribband Olympic mens 100 metres race yesterday, upstaging defending champion Maurice Greene and other more illustrious rivals.",Sports
"One Saudi policeman was killed and three others were wounded in clashes with militants in a town northeast of Riyadh. A number of suspects were arrested in the battles, officials said.",Global
"AP - Israel's evacuation of the Gaza Strip will begin next summer and will take about 12 weeks, Prime Minister Ariel Sharon said Wednesday, reversing an earlier decision to speed up the pullout.",Global
"Reuters - An explosion occurred near the convoy of a\Palestinian security chief in the Gaza Strip on Tuesday,\witnesses said.",Global
The judge considering Microsoft Corp. #39;s appeal against European Union sanctions has called a closed meeting for Thursday to decide what action to take after two more major,Business
OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.,Business
Formula One made its long-awaited debut in the People #39;s Republic of China today as the stunning new Shanghai International Circuit echoed to the banshee wail of Formula One engines being used in anger for the first time.,Sports
"German-American automaker DaimlerChrysler and Canadian transportation company Bombardier have settled a dispute over the 2001 sale of railcar maker Adtranz, the companies said in statements Tuesday.",Business
"As the final seconds ticked down on the last home game of his high school career, Larry Abare glanced up the hill at the far end of Edward M. Leary Field and watched all the little boys in blue jeans and Acton-Boxboro jerseys, one of them scrambling through the leaves with a football tucked carefully under his arm. ...",Sports
"SEATTLE -- Not too long ago, Google Inc. seemed little more than a pesky insect to Microsoft Corp.'s 800-pound gorilla.",Business
"Around 40 of the UK will still be without internet access at home by 2025, warns a study by telecoms giant BT.",Science
Austrian goalkeeper Alex Manninger could miss the rest of the season after dislocating his shoulder in Wednesday #39;s World Cup qualifying draw with Northern Ireland.,Sports
"The postal service, which employs more than a third of the civilian employees of the federal government, chose SAP after a multi-year evaluation, it said.",Science
"NEW YORK - Investors sent stocks lower Tuesday as oil prices crossed another milestone, \$54 per barrel. Earnings reports from heavyweights Johnson   Johnson and Merrill Lynch   Co...",Global
"CLEVELAND -- As he stood on the sideline waiting for the opening kickoff yesterday, Terry Robiskie was excited, but also realistic. The interim coach of the Cleveland Browns knew the score even before the first score had been rung up on his team by the New England Patriots.",Sports
Sachin Tendulkar will play in the third Test against Australia beginning Tuesday. That the master batsman has been declared fit to play in the Test was announced by physio Andrew Leipus of the Indian cricket team.,Sports
"JERUSALEM Israel #39;s Parliament appeared poised Tuesday to approve Prime Minister Ariel Sharon #39;s Gaza pullout plan, clearing the way for a withdrawal of Jewish settlers from Palestinian territory for the first time in history.",Global
"Iraq is planning to spend more than \$1 billion in 2005 to boost its oil production capacity by about 15 percent to 3.25 million barrels a day, an Iraqi official said.",Business
The Red Sox thought they were going to have to earn all their runs against the Angels the hard way. Anaheim allowed the fewest numbest of unearned runs in the Majors all season (36).,Sports
"England #39;s Paul Broadhurst shot a 6-under 65 Friday to take a one-stroke lead after the second round of the Madrid Open. Broadhurst, who hasn #39;t won on the European tour in nine years, is 10-under 132 overall",Sports
European Ryder Cup captain Bernhard Langer named Britons Colin Montgomerie and Luke Donald as his wildcard picks on Sunday for next month #39;s match against the United States.,Sports
"AP - UCLA soccer coach Jillian Ellis was happy to beat her best friend, Princeton counterpart Julie Shackford. After all, a spot in the NCAA championship game was on the line.",Sports
"AP - NASA Administrator Sean O'Keefe will resign this week, a government official said Sunday, and a spokesman for Louisiana State University said O'Keefe is a leading candidate to become a chancellor there.",Science
Jeff Raikes was working at Apple Computer in the early 1980s when a guy named Steve Ballmer called and asked him to interview for a product-management job at a small software outfit in the Seattle area.,Science
AP - Seven American activist groups asked the United Nations on Monday to provide international observers for next month's presidential election.,Global
"NEW YORK - Job worries helped push consumer confidence down in September for the second consecutive month, a New York-based private research group said Tuesday.    The Consumer Confidence Index fell 1.9 points to 96.8 from a revised reading of 98.7 in August, according to The Conference Board...",Global
"AP - Top-seeded Carlos Moya was upset by French qualifier Jo-Wilfried Tsonga 6-3, 6-3, in the first round of the China Open on Wednesday.",Sports
"Two Spanish men were gored to death by fighting bulls yesterday during the bull-run at the local fiestas in Ampuero, a town 30 miles east of the northern port city of Santander.",Global
